time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-04T10:15:03.180Z,33.0376667,-115.592,5.37,1.39,ml,36,38,0.008496,0.22,ci,ci39652256,2020-10-06T19:27:42.090Z,"3km E of Westmorland, CA",earthquake,0.25,0.46,0.182,36,reviewed,ci,ci
2020-10-04T10:14:34.210Z,33.057,-115.5515,2.66,0.67,ml,9,70,0.03165,0.26,ci,ci37457269,2020-10-06T19:32:41.137Z,"7km ENE of Westmorland, CA",earthquake,0.52,0.65,0.29,3,reviewed,ci,ci
2020-10-04T10:14:15.080Z,38.1617,-117.983,0.5,1.6,ml,13,84.51,0.023,0.19,nn,nn00777038,2020-10-04T10:20:48.672Z,"27 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-10-04T10:13:37.830Z,38.1852,-117.8733,13,1.3,ml,15,85.64,0.037,0.13,nn,nn00777036,2020-10-04T10:20:40.461Z,"30 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-10-04T10:11:32.390Z,38.1782,-117.8762,6.7,1.2,ml,15,101.39,0.005,0.12,nn,nn00777033,2020-10-04T10:15:19.648Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-10-04T10:08:31.230Z,37.4766667,-118.7686667,10.47,1.56,md,24,179,0.0936,0.04,nc,nc71113259,2020-10-05T10:23:04.336Z,"12km SW of Toms Place, CA",earthquake,0.47,0.73,0.142,17,reviewed,nc,nc
2020-10-04T10:08:13.760Z,39.3593333,-123.2583333,4.92,1.38,md,18,109,0.07209,0.06,nc,nc73466496,2020-10-05T11:17:05.677Z,"10km ESE of Willits, CA",earthquake,0.22,0.67,0.187,18,reviewed,nc,nc
2020-10-04T10:07:37.760Z,35.6768333,-117.5295,7.06,1.77,ml,26,97,0.1055,0.16,ci,ci39652248,2020-10-05T14:30:06.560Z,"15km ENE of Ridgecrest, CA",earthquake,0.27,0.66,0.079,26,reviewed,ci,ci
2020-10-04T10:06:09.220Z,33.0201667,-115.5821667,4.66,1.26,ml,16,53,0.01804,0.19,ci,ci39652240,2020-10-04T10:09:44.558Z,"4km ESE of Westmorland, CA",earthquake,0.37,0.55,0.141,18,automatic,ci,ci
2020-10-04T10:01:10.330Z,39.3801651,-123.1823349,13.1,1.45,md,8,202,0.0762,0.06,nc,nc73466486,2020-10-04T11:56:04.109Z,"13km N of Redwood Valley, CA",earthquake,0.82,0.84,0.18,6,automatic,nc,nc
2020-10-04T09:58:54.350Z,35.9033333,-117.6688333,2.13,0.42,ml,11,87,0.04693,0.09,ci,ci39652232,2020-10-04T10:02:25.625Z,"22km E of Little Lake, CA",earthquake,0.2,0.42,0.194,6,automatic,ci,ci
2020-10-04T09:58:13.020Z,38.7503319,-122.7376633,-0.55,2.34,md,33,82,0.0349,0.06,nc,nc73466476,2020-10-04T11:30:04.944Z,"3km SSE of The Geysers, CA",earthquake,0.27,0.78,0.23,22,automatic,nc,nc
2020-10-04T09:57:15.461Z,66.1207,-161.1359,0,3.2,ml,,,,0.74,ak,ak020crx3mnr,2020-10-04T10:17:09.040Z,"15 km N of Buckland, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-10-04T09:55:09.380Z,38.7573318,-122.732666,1.13,0.91,md,7,149,0.007439,0.02,nc,nc73466471,2020-10-04T11:15:06.867Z,"3km SE of The Geysers, CA",earthquake,0.68,0.45,,1,automatic,nc,nc
2020-10-04T09:54:08.740Z,33.595,-116.8075,6.38,0.77,ml,37,45,0.03625,0.16,ci,ci39652224,2020-10-04T09:57:53.584Z,"13km WNW of Anza, CA",earthquake,0.19,0.45,0.117,26,automatic,ci,ci
2020-10-04T09:49:32.746Z,58.6204,-153.9412,85.5,2.7,ml,,,,0.49,ak,ak020crx1ybr,2020-10-04T10:10:35.040Z,"86 km NW of Aleneva, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-04T09:49:01.020Z,32.7455,-115.8233333,3.35,1.57,ml,22,82,0.07846,0.29,ci,ci39652216,2020-10-04T09:52:48.974Z,"16km E of Ocotillo, CA",earthquake,0.59,1.16,0.206,17,automatic,ci,ci
2020-10-04T09:47:40.770Z,33.0175,-115.58,5.99,2.44,ml,32,48,0.02077,0.24,ci,ci39652208,2020-10-04T09:58:16.140Z,"4km ESE of Westmorland, CA",earthquake,0.37,0.72,0.232,25,automatic,ci,ci
2020-10-04T09:45:09.558Z,60.6498,-150.5932,9.6,2.1,ml,,,,0.9,ak,ak020crx11r2,2020-10-04T09:54:52.243Z,"15 km NE of Sterling, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-04T09:39:04.400Z,33.7005,-116.7118333,16.16,0.6,ml,21,100,0.01082,0.13,ci,ci39652200,2020-10-05T14:30:06.967Z,"4km S of Idyllwild, CA",earthquake,0.35,0.41,0.227,15,reviewed,ci,ci
2020-10-04T09:35:48.700Z,-11.5849,166.4684,65.85,4.7,mb,,109,3.905,0.75,us,us6000c5eq,2020-10-04T09:54:32.040Z,"120 km SE of Lata, Solomon Islands",earthquake,7.8,7.5,0.12,21,reviewed,us,us
2020-10-04T09:34:33.210Z,38.1473,-118.0265,2.6,0.8,ml,10,142.39,0.044,0.11,nn,nn00777028,2020-10-04T10:08:38.550Z,"27 km SSE of Mina, Nevada",earthquake,,11.5,,,automatic,nn,nn
2020-10-04T09:33:06.500Z,63.4627,-148.7936,10.3,1.3,ml,,,,0.8,ak,ak020crwygux,2020-10-04T09:47:40.846Z,"11 km NE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-04T09:32:47.850Z,38.841835,-122.8256683,1.52,0.89,md,12,119,0.008325,0.01,nc,nc73466461,2020-10-04T10:47:04.710Z,"9km WNW of Cobb, CA",earthquake,0.32,0.68,,1,automatic,nc,nc
2020-10-04T09:27:48.577Z,61.4164,-152.2872,2.1,1.1,ml,,,,0.31,ak,ak020crwx9t5,2020-10-05T04:09:01.900Z,"71 km WNW of Beluga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-04T09:23:23.598Z,-17.7023,-178.7343,558.56,4.5,mb,,72,3.062,0.85,us,us6000c5ej,2020-10-04T09:44:25.040Z,"210 km ENE of Levuka, Fiji",earthquake,11.8,5,0.043,158,reviewed,us,us
2020-10-04T09:23:13.570Z,33.0511667,-115.5876667,8.36,2.13,ml,37,47,0.01375,0.28,ci,ci39652192,2020-10-04T09:34:08.590Z,"4km ENE of Westmorland, CA",earthquake,0.4,1.11,0.177,26,automatic,ci,ci
2020-10-04T09:22:04.267Z,62.9867,-151.544,0.9,1.4,ml,,,,0.74,ak,ak020crww3t6,2020-10-04T09:34:28.592Z,"62 km S of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-04T09:20:59.952Z,61.0015,-150.5634,98.6,1.2,ml,,,,1.27,ak,ak020crwvsob,2020-10-04T09:36:39.083Z,"11 km NE of Point Possession, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-04T09:17:28.944Z,49.0969,155.2235,53.76,5.1,mww,,128,4.308,0.92,us,us6000c5ef,2020-10-04T18:33:11.040Z,"187 km SSW of Severo-Kuril’sk, Russia",earthquake,9.5,6.8,0.086,13,reviewed,us,us
2020-10-04T09:07:46.680Z,17.9821,-66.8965,15,2.85,md,22,152,0.0187,0.15,pr,pr2020278004,2020-10-04T09:38:53.739Z,"0 km WNW of Maria Antonia, Puerto Rico",earthquake,0.45,0.31,0.34,20,reviewed,pr,pr
2020-10-04T09:03:15.210Z,35.886,-117.6743333,4.11,0.41,ml,16,50,0.06476,0.09,ci,ci39652184,2020-10-06T19:11:45.664Z,"22km ESE of Little Lake, CA",earthquake,0.16,0.35,0.131,6,reviewed,ci,ci
2020-10-04T09:02:10.510Z,39.2926674,-123.3491669,3.34,1.06,md,8,114,0.09448,0.05,nc,nc73466456,2020-10-04T09:32:06.201Z,"13km WNW of Redwood Valley, CA",earthquake,0.38,4.81,0.23,5,automatic,nc,nc
2020-10-04T08:58:34.340Z,17.9638,-66.9746,7,2.59,md,15,193,0.0699,0.15,pr,pr2020278005,2020-10-04T09:50:34.979Z,"6 km WSW of Fuig, Puerto Rico",earthquake,0.54,0.26,0.12,12,reviewed,pr,pr
2020-10-04T08:50:19.730Z,39.3606682,-123.2626648,2.1,1.7,md,11,121,0.07531,0.04,nc,nc73466451,2020-10-04T10:20:05.542Z,"10km SE of Willits, CA",earthquake,0.33,2.44,0.13,9,automatic,nc,nc
2020-10-04T08:46:23.880Z,37.6601667,-118.8501667,3.29,0.82,md,19,96,0.0249,0.05,nc,nc73466446,2020-10-06T17:52:29.347Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.4,0.56,0.308,17,reviewed,nc,nc
2020-10-04T08:37:24.190Z,34.0491667,-118.0866667,17.83,1.74,ml,41,36,0.005136,0.24,ci,ci39652168,2020-10-04T09:39:02.058Z,"4km ESE of Monterey Park, CA",earthquake,0.36,0.57,0.173,24,automatic,ci,ci
2020-10-04T08:37:06.482Z,62.2878,-151.5108,83.9,1.4,ml,,,,0.25,ak,ak020crwdw48,2020-10-04T08:40:31.929Z,"33 km N of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-10-04T08:32:52.787Z,61.4149,-150.0637,43.5,1.4,ml,,,,0.58,ak,ak020crwcx3y,2020-10-04T08:35:51.257Z,"7 km NW of Point MacKenzie, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-10-04T08:30:44.690Z,38.0692,-118.037,7,0.6,ml,11,185.91,0.04,0.04,nn,nn00777026,2020-10-04T08:52:18.652Z,"36 km S of Mina, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-10-04T08:24:31.570Z,36.36183333,-97.34933333,3.35,1.81,ml,100,60,0,0.24,ok,ok2020tmsz,2020-10-05T15:54:03.864Z,"9 km NW of Perry, Oklahoma",earthquake,,0.5,0.25,11,reviewed,ok,ok
2020-10-04T08:15:21.900Z,38.1383,-118.0418,2.1,0.7,ml,12,148.96,0.019,0.11,nn,nn00777024,2020-10-04T08:32:38.839Z,"28 km SSE of Mina, Nevada",earthquake,,12.5,,,automatic,nn,nn
2020-10-04T08:12:21.520Z,35.9031667,-117.6631667,2.04,0.43,ml,8,92,0.04583,0.12,ci,ci39652160,2020-10-04T08:15:58.623Z,"22km E of Little Lake, CA",earthquake,0.34,0.61,0.084,6,automatic,ci,ci
2020-10-04T08:09:45.210Z,33.0501667,-115.5726667,2.39,1.53,ml,26,48,0.01419,0.19,ci,ci39652152,2020-10-06T19:08:40.092Z,"5km ENE of Westmorland, CA",earthquake,0.24,0.31,0.116,46,reviewed,ci,ci
2020-10-04T08:06:21.470Z,33.0305,-115.582,5.38,1.59,ml,24,50,0.007739,0.21,ci,ci39652144,2020-10-04T08:10:21.837Z,"4km ESE of Westmorland, CA",earthquake,0.33,0.7,0.264,27,automatic,ci,ci
2020-10-04T08:05:57.990Z,38.1547,-118.016,1.7,0.8,ml,11,118.02,0.037,0.26,nn,nn00777022,2020-10-04T08:16:40.020Z,"27 km SSE of Mina, Nevada",earthquake,,23.2,,,automatic,nn,nn
2020-10-04T08:05:52.220Z,33.9226667,-92.0745,9.6,2.06,md,11,79,0.2516,0.16,nm,nm60311457,2020-10-04T19:30:05.764Z,"11 km ESE of Rison, Arkansas",earthquake,0.38,1.06,0.166,10,reviewed,nm,nm
2020-10-04T08:05:07.330Z,37.6321667,-118.9256667,5.38,1.06,md,20,62,0.01908,0.05,nc,nc73466436,2020-10-06T17:41:57.739Z,"5km E of Mammoth Lakes, CA",earthquake,0.28,0.4,0.339,18,reviewed,nc,nc
2020-10-04T08:01:43.360Z,38.776165,-122.7208328,2.16,0.91,md,7,115,0.01429,0.02,nc,nc73466431,2020-10-04T08:16:04.746Z,"2km W of Anderson Springs, CA",earthquake,0.42,0.79,0.2,3,automatic,nc,nc
2020-10-04T07:58:54.960Z,38.1803,-117.9228,0,0.8,ml,9,148.56,0.052,0.05,nn,nn00777020,2020-10-04T08:07:18.387Z,"28 km SE of Mina, Nevada",earthquake,,4.6,,,automatic,nn,nn
2020-10-04T07:57:42.524Z,61.1358,-148.3042,0,1.6,ml,,,,1.03,ak,ak020crvwtj3,2020-10-04T08:30:10.499Z,"45 km NNE of Whittier, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-04T07:50:11.040Z,33.0491667,-115.59,10.38,1.89,ml,29,47,0.01282,0.24,ci,ci39652136,2020-10-04T08:01:36.770Z,"3km ENE of Westmorland, CA",earthquake,0.38,0.78,0.26,27,automatic,ci,ci
2020-10-04T07:44:57.370Z,38.8225,-122.7865,1.92,0.07,md,13,98,0.01029,0.03,nc,nc73466426,2020-10-09T03:03:06.743Z,"6km W of Cobb, CA",earthquake,0.66,0.72,0.153,2,reviewed,nc,nc
2020-10-04T07:26:44.390Z,35.8818333,-117.6258333,4.76,0.51,ml,7,128,0.05721,0.08,ci,ci39652128,2020-10-04T07:30:19.627Z,"24km WNW of Searles Valley, CA",earthquake,0.32,0.44,0.122,7,automatic,ci,ci
2020-10-04T07:24:52.670Z,39.3660011,-123.2496643,5.39,1.45,md,8,179,0.07333,0.02,nc,nc73466421,2020-10-04T09:26:04.171Z,"10km ESE of Willits, CA",earthquake,1.56,3.82,0.08,5,automatic,nc,nc
2020-10-04T07:18:06.420Z,39.3586667,-123.2455,7.1,1.18,md,15,112,0.06545,0.08,nc,nc73466416,2020-10-06T00:10:06.552Z,"11km NNW of Redwood Valley, CA",earthquake,0.3,0.61,0.148,10,reviewed,nc,nc
2020-10-04T07:11:45.355Z,51.252,-179.268,42.09,4.8,mb,,140,0.907,0.97,us,us6000c5e0,2020-10-04T14:54:40.588Z,"195 km WSW of Adak, Alaska",earthquake,7,6.9,0.026,477,reviewed,us,us
2020-10-04T07:03:30.910Z,33.0468333,-115.5716667,2.89,1.37,ml,18,66,0.01213,0.26,ci,ci39652120,2020-10-04T07:07:17.522Z,"5km ENE of Westmorland, CA",earthquake,0.5,0.53,0.179,26,automatic,ci,ci
2020-10-04T06:59:01.490Z,33.7655,-117.5583333,5.14,0.28,ml,10,100,0.05166,0.13,ci,ci39652112,2020-10-05T16:51:32.586Z,"12km S of Corona, CA",earthquake,0.28,0.55,0.279,4,reviewed,ci,ci
2020-10-04T06:58:42.880Z,38.1775,-117.8345,9.2,0.9,ml,12,102.17,0.018,0.23,nn,nn00777013,2020-10-04T07:10:58.642Z,"33 km SE of Mina, Nevada",earthquake,,12.8,,,automatic,nn,nn
2020-10-04T06:54:16.340Z,38.7961655,-122.7509995,1.9,1.19,md,16,48,0.008135,0.03,nc,nc73466406,2020-10-04T09:00:05.999Z,"2km NNE of The Geysers, CA",earthquake,0.24,0.5,0.19,5,automatic,nc,nc
2020-10-04T06:52:52.800Z,35.818,-117.6513333,6.62,0.77,ml,14,67,0.0438,0.13,ci,ci39652104,2020-10-05T14:31:26.667Z,"22km N of Ridgecrest, CA",earthquake,0.28,0.63,0.161,11,reviewed,ci,ci
2020-10-04T06:52:26.390Z,39.3586667,-123.2521667,6.21,1.07,md,11,110,0.06853,0.05,nc,nc73466411,2020-10-05T18:13:21.061Z,"10km ESE of Willits, CA",earthquake,0.27,0.64,0.158,9,reviewed,nc,nc
2020-10-04T06:51:17.560Z,35.9066667,-117.6985,8.13,0.52,ml,12,85,0.05673,0.04,ci,ci39652096,2020-10-05T14:31:28.917Z,"19km E of Little Lake, CA",earthquake,0.19,0.52,0.09,7,reviewed,ci,ci
2020-10-04T06:43:13.840Z,19.4783325195312,-155.455001831055,7.05000019073486,1.74000001,md,33,63,,0.109999999,hv,hv72165521,2020-10-04T06:46:20.020Z,"23 km W of Volcano, Hawaii",earthquake,0.37,0.709999979,1.34000003,8,automatic,hv,hv
2020-10-04T06:42:09.180Z,39.3603325,-123.2570038,3.81,1.81,md,14,109,0.07218,0.04,nc,nc73466401,2020-10-04T08:33:05.848Z,"10km ESE of Willits, CA",earthquake,0.28,1.66,0.1,12,automatic,nc,nc
2020-10-04T06:38:02.282Z,36.7583,-116.2667,3,-0.5,ml,9,149.26,0.063,0.1073,nn,nn00777100,2020-10-04T18:23:16.317Z,"46 km ESE of Beatty, Nevada",earthquake,,1.7,0,1,reviewed,nn,nn
2020-10-04T06:37:54.253Z,38.1465,-117.9898,6.6,0.8,ml,19,136.41,0.025,0.1491,nn,nn00777011,2020-10-04T18:23:12.737Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.41,8,reviewed,nn,nn
2020-10-04T06:35:17.450Z,38.22,-117.7268,8.3,0.8,ml,14,105.96,0.029,0.05,nn,nn00777009,2020-10-04T06:38:58.649Z,"38 km ESE of Mina, Nevada",earthquake,,7.5,,,automatic,nn,nn
2020-10-04T06:33:40.200Z,38.1627,-117.9822,7.1,0.8,ml,16,139.14,0.027,0.15,nn,nn00777006,2020-10-04T06:36:59.108Z,"27 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-10-04T06:33:21.420Z,58.2601666666667,-154.8775,7.06,-0.15,ml,5,195,,0.11,av,av91008358,2020-10-06T17:56:08.440Z,"80 km NNW of Karluk, Alaska",earthquake,1.33,2.16,0.300815030333466,5,reviewed,av,av
2020-10-04T06:27:00.160Z,35.7991667,-117.621,6.9,0.87,ml,17,93,0.02526,0.16,ci,ci39652088,2020-10-05T14:31:48.164Z,"20km W of Searles Valley, CA",earthquake,0.32,0.55,0.159,11,reviewed,ci,ci
2020-10-04T06:25:33.380Z,38.8134995,-122.7391663,2.07,0.96,md,13,144,0.02057,0.08,nc,nc73466396,2020-10-04T06:53:04.246Z,"2km SW of Cobb, CA",earthquake,0.4,0.92,0.18,4,automatic,nc,nc
2020-10-04T06:22:51.684Z,62.2366,-151.2028,66.2,1.3,ml,,,,0.71,ak,ak020crv3wno,2020-10-04T06:27:26.747Z,"29 km NNE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-04T06:22:41.250Z,38.038,-118.7673333,5.08,1.42,md,22,92,0.2969,0.05,nc,nc73466391,2020-10-05T10:57:07.563Z,"29km SE of Bodie, CA",earthquake,0.29,7.22,0.188,19,reviewed,nc,nc
2020-10-04T06:17:09.480Z,19.2171669006348,-155.372665405273,30.9099998474121,2.18000007,md,42,157,,0.159999996,hv,hv72165496,2020-10-04T06:25:02.130Z,"11 km E of Pāhala, Hawaii",earthquake,0.62,0.819999993,1.35000002,16,automatic,hv,hv
2020-10-04T06:15:03.680Z,39.3665,-123.2506667,6.63,1.09,md,16,111,0.07417,0.08,nc,nc73466386,2020-10-05T20:54:13.359Z,"10km ESE of Willits, CA",earthquake,0.29,0.66,0.136,9,reviewed,nc,nc
2020-10-04T06:10:29.850Z,38.2082,-117.7365,6.9,1.1,ml,16,121.81,0.185,0.06,nn,nn00777000,2020-10-04T06:23:38.831Z,"38 km ESE of Mina, Nevada",earthquake,,9.7,,,automatic,nn,nn
2020-10-04T06:05:57.913Z,61.0463,-151.2392,52.9,2.6,ml,,,,0.56,ak,ak020crv09xd,2020-10-04T06:25:46.331Z,"6 km WSW of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-04T06:01:12.200Z,39.3593333,-123.259,5.16,1.1,md,13,109,0.07243,0.07,nc,nc73466381,2020-10-05T21:44:05.684Z,"10km SE of Willits, CA",earthquake,0.23,0.83,0.126,9,reviewed,nc,nc
2020-10-04T05:56:47.350Z,61.1783333333333,-152.273,2.05,-0.82,ml,6,211,,0.11,av,av91008353,2020-10-06T17:45:36.530Z,"62 km W of Tyonek, Alaska",earthquake,0.52,1.16,0.344918816735866,6,reviewed,av,av
2020-10-04T05:52:10.550Z,33.0075,-115.5806667,4.7,1.36,ml,20,93,0.03069,0.23,ci,ci39652080,2020-10-04T05:55:50.660Z,"5km SE of Westmorland, CA",earthquake,0.51,1.12,0.225,26,automatic,ci,ci
2020-10-04T05:49:38.400Z,37.4616667,-118.5346667,2.24,1.21,md,19,123,0.1127,0.08,nc,nc73466376,2020-10-05T20:13:05.088Z,"8km NE of Round Valley, CA",earthquake,0.51,2.58,0.238,17,reviewed,nc,nc
2020-10-04T05:45:48.640Z,17.9531,-66.8215,13,2.78,md,22,187,0.0618,0.15,pr,pr2020278003,2020-10-04T06:35:02.115Z,"4 km S of Indios, Puerto Rico",earthquake,0.59,0.33,0.27,16,reviewed,pr,pr
2020-10-04T05:42:16.300Z,19.3356666666667,-155.137666666667,6.32,2.69,ml,55,111,,0.11,hv,hv72165461,2020-10-05T22:37:01.060Z,"Island of Hawaii, Hawaii",earthquake,0.27,0.35,0.132803553460071,27,reviewed,hv,hv
2020-10-04T05:42:02.230Z,19.4176666666667,-155.272666666667,1.73,0.55,md,18,58,,0.13,hv,hv72165456,2020-10-08T00:21:59.790Z,"4 km SW of Volcano, Hawaii",earthquake,0.37,0.34,0.0807753520474687,6,reviewed,hv,hv
2020-10-04T05:37:43.490Z,33.0071667,-115.5931667,1.72,1.22,ml,16,76,0.03242,0.25,ci,ci39652072,2020-10-04T05:41:16.940Z,"4km SE of Westmorland, CA",earthquake,0.42,0.62,0.197,21,automatic,ci,ci
2020-10-04T05:34:49.127Z,60.1039,-140.7424,4.4,1.6,ml,,,,1,ak,ak020crul1g0,2020-10-04T05:39:30.020Z,"84 km NW of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-10-04T05:32:52.060Z,40.7783333,-112.0731667,12.05,0.6,md,16,109,0.02511,0.08,uu,uu60413057,2020-10-05T14:22:44.100Z,"8 km NNE of Magna, Utah",earthquake,0.3,0.59,0.169,10,reviewed,uu,uu
2020-10-04T05:30:12.570Z,39.3693352,-123.2340012,7.84,1.22,md,7,194,0.07042,0.05,nc,nc73466371,2020-10-04T08:06:05.693Z,"11km ESE of Willits, CA",earthquake,4.59,7.4,0.13,4,automatic,nc,nc
2020-10-04T05:28:56.470Z,33.0136667,-115.599,2.36,1.24,ml,11,104,0.02842,0.22,ci,ci39652064,2020-10-04T05:32:43.751Z,"3km SE of Westmorland, CA",earthquake,0.37,0.57,0.201,21,automatic,ci,ci
2020-10-04T05:26:21.690Z,36.0366667,-120.6043333,2.64,1.53,md,26,105,0.03275,0.07,nc,nc73466366,2020-10-09T03:59:05.232Z,"22km NW of Parkfield, CA",earthquake,0.25,0.49,0.359,16,reviewed,nc,nc
2020-10-04T05:25:25.130Z,33.0026667,-115.599,3.4,1.32,ml,14,71,0.03829,0.21,ci,ci39652056,2020-10-04T05:29:12.844Z,"4km SSE of Westmorland, CA",earthquake,0.39,0.58,0.255,22,automatic,ci,ci
2020-10-04T05:23:08.406Z,60.3279,-153.4226,3.7,1.4,ml,,,,0.45,ak,ak020cruilfe,2020-10-04T22:33:48.910Z,"51 km ENE of Port Alsworth, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-04T05:22:52.140Z,39.3615,-123.2456667,6.5,2.68,md,37,60,0.06787,0.08,nc,nc73466356,2020-10-09T06:23:05.954Z,"11km ESE of Willits, CA",earthquake,0.18,0.48,0.17,27,reviewed,nc,nc
2020-10-04T05:22:25.850Z,39.3623352,-123.2570038,3.33,1.73,md,16,109,0.07373,0.04,nc,nc73466351,2020-10-04T07:00:05.284Z,"10km ESE of Willits, CA",earthquake,0.27,1.92,0.12,11,automatic,nc,nc
2020-10-04T05:22:18.300Z,39.362,-123.2546667,5.19,1.57,md,13,133,0.07234,0.04,nc,nc73466346,2020-10-05T21:33:06.617Z,"10km ESE of Willits, CA",earthquake,0.75,1.94,0.566,12,reviewed,nc,nc
2020-10-04T05:17:09.650Z,33.0138333,-115.5916667,3.48,1.64,ml,18,76,0.0257,0.21,ci,ci39652048,2020-10-04T05:20:56.771Z,"4km SE of Westmorland, CA",earthquake,0.37,0.47,0.251,28,automatic,ci,ci
2020-10-04T05:14:38.340Z,35.8486667,-117.6646667,6.84,0.71,ml,9,87,0.0637,0.07,ci,ci39652040,2020-10-04T05:18:07.742Z,"24km ESE of Little Lake, CA",earthquake,0.3,0.66,0.168,9,automatic,ci,ci
2020-10-04T05:10:57.314Z,63.0736,-151.482,0,2.8,ml,,,,0.89,ak,ak020crufwvx,2020-10-04T05:21:57.207Z,"53 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-04T05:02:53.660Z,17.9375,-66.9843,7,2.96,md,22,218,0.0679,0.1,pr,pr2020278002,2020-10-04T05:49:50.137Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.52,0.24,0.27,15,reviewed,pr,pr
2020-10-04T05:00:59.070Z,39.3623333,-123.2573333,4.51,1.23,md,17,101,0.0724,0.09,nc,nc73466336,2020-10-05T21:23:05.552Z,"10km ESE of Willits, CA",earthquake,0.19,0.84,0.114,12,reviewed,nc,nc
2020-10-04T04:57:47.950Z,33.0253333,-115.5923333,3.85,1.32,ml,23,57,0.01558,0.31,ci,ci39652032,2020-10-04T05:01:29.164Z,"3km ESE of Westmorland, CA",earthquake,0.46,0.48,0.228,22,automatic,ci,ci
2020-10-04T04:57:30.270Z,39.3638333,-123.259,4.09,1.1,md,8,125,0.07587,0.04,nc,nc73466331,2020-10-09T15:55:30.335Z,"10km ESE of Willits, CA",earthquake,0.43,1.85,0.122,7,reviewed,nc,nc
2020-10-04T04:56:22.730Z,39.3586667,-123.2581667,5.42,1.22,md,14,109,0.0715,0.05,nc,nc73466326,2020-10-05T21:12:05.488Z,"10km SE of Willits, CA",earthquake,0.18,0.67,0.124,13,reviewed,nc,nc
2020-10-04T04:55:37.744Z,40.5547,-119.6907,12.8,1,ml,5,307.64,0.386,0.3625,nn,nn00777276,2020-10-05T23:05:34.397Z,"29 km W of Empire, Nevada",earthquake,,5,0.13,3,reviewed,nn,nn
2020-10-04T04:54:42.590Z,33.0176667,-115.6028333,3.04,1.14,ml,10,96,0.02703,0.2,ci,ci39652024,2020-10-04T04:58:11.611Z,"3km SE of Westmorland, CA",earthquake,0.47,0.5,0.273,12,automatic,ci,ci
2020-10-04T04:51:42.070Z,38.1785,-117.8167,11.8,0.9,ml,14,109.73,0.019,0.05,nn,nn00776996,2020-10-04T06:11:38.667Z,"34 km SE of Mina, Nevada",earthquake,,2.7,,,automatic,nn,nn
2020-10-04T04:49:17.490Z,39.3573333,-123.2521667,6.62,3.48,mw,52,40,0.06749,0.1,nc,nc73466321,2020-10-07T11:54:52.092Z,"11km ESE of Willits, CA",earthquake,0.13,0.33,,4,reviewed,nc,nc
2020-10-04T04:48:53.898Z,38.1614,-117.8484,7.3,1.1,ml,21,92.05,0.018,0.113,nn,nn00777095,2020-10-04T17:45:57.341Z,"34 km SE of Mina, Nevada",earthquake,,0.7,0.47,9,reviewed,nn,nn
2020-10-04T04:48:52.770Z,35.975,-117.8936667,4.38,0.84,ml,12,130,0.03278,0.09,ci,ci39652016,2020-10-05T14:32:39.983Z,"4km NNE of Little Lake, CA",earthquake,0.26,0.38,0.262,13,reviewed,ci,ci
2020-10-04T04:46:12.510Z,33.0186667,-115.6003333,3.28,1.25,ml,17,56,0.02493,0.25,ci,ci39652008,2020-10-04T04:49:46.552Z,"3km SE of Westmorland, CA",earthquake,0.4,0.54,0.161,16,automatic,ci,ci
2020-10-04T04:44:20.400Z,33.0295,-115.5825,7.4,1.95,ml,26,48,0.00875,0.27,ci,ci39652000,2020-10-04T04:54:52.660Z,"4km ESE of Westmorland, CA",earthquake,0.42,0.87,0.217,26,automatic,ci,ci
2020-10-04T04:44:12.350Z,37.9585,-122.0385,11.59,2.58,md,61,34,0.01418,0.19,nc,nc73466316,2020-10-07T20:38:36.788Z,"2km ENE of Pleasant Hill, CA",earthquake,0.2,0.33,0.192,88,reviewed,nc,nc
